edad;ingresos;genero;ciudad;educacion
50;5196367;Masculino;MANIZALES;Pregrado
32;24225554;Masculino;SANTA MARTA;Postgrado
33;95486812;Masculino;SANTA MARTA;Postgrado
61;44562284;Femenino;MANIZALES;Postgrado
55;8466770;Femenino;SANTA MARTA;Postgrado
23;61481250;Femenino;CUCUTA;Postgrado
61;26987350;Masculino;MANIZALES;Secundaria
42;99119656;Femenino;CUCUTA;Pregrado
32;89153482;Femenino;PEREIRA;Secundaria
21;72743766;Femenino;MANIZALES;Secundaria
21;24302150;Femenino;MEDELLIN;Pregrado
47;49468758;Masculino;BUCARAMANGA;Secundaria
51;83339226;Femenino;BUCARAMANGA;Postgrado
44;63754290;Femenino;BOGOTA;Secundaria
48;52614274;Masculino;CUCUTA;Postgrado
49;9868036;Femenino;MEDELLIN;Pregrado
61;3247462;Masculino;CUCUTA;Pregrado
56;36666745;Femenino;MANIZALES;Pregrado
69;85565889;Masculino;BARRANQUILLA;Secundaria
26;12771881;Masculino;SANTA MARTA;Pregrado
58;55816415;Femenino;SANTA MARTA;Postgrado
25;4591455;Masculino;PEREIRA;Pregrado
31;59010569;Masculino;BUCARAMANGA;Postgrado
50;95216529;Masculino;BOGOTA;Secundaria
40;12128420;Femenino;PEREIRA;Postgrado
38;90932789;Masculino;BOGOTA;Pregrado
29;17663160;Femenino;MEDELLIN;Postgrado
19;74180972;Femenino;BUCARAMANGA;Secundaria
30;25372675;Masculino;MANIZALES;Postgrado
21;48774259;Masculino;PEREIRA;Pregrado
37;78107962;Femenino;BOGOTA;Secundaria
67;73480341;Femenino;BUCARAMANGA;Postgrado
68;57648810;Masculino;CUCUTA;Postgrado
65;41278107;Femenino;BARRANQUILLA;Secundaria
31;40649152;Femenino;MANIZALES;Postgrado
47;81022225;Masculino;SANTA MARTA;Pregrado
46;77403307;Femenino;CARTAGENA;Secundaria
25;46357744;Femenino;BUCARAMANGA;Postgrado
29;80846426;Masculino;MANIZALES;Secundaria
58;79419285;Femenino;CUCUTA;Pregrado
55;64222247;Masculino;SANTA MARTA;Pregrado
43;24524541;Masculino;BOGOTA;Pregrado
67;22444263;Masculino;BOGOTA;Postgrado
19;47210892;Masculino;PEREIRA;Pregrado
57;27642642;Masculino;MANIZALES;Pregrado
31;80378328;Masculino;MEDELLIN;Pregrado
23;82239330;Femenino;CALI;Secundaria
59;5649281;Masculino;BARRANQUILLA;Postgrado
57;60939471;Femenino;BOGOTA;Pregrado
48;48949332;Femenino;SANTA MARTA;Postgrado
34;67482258;Femenino;SANTA MARTA;Pregrado
42;50370709;Masculino;SANTA MARTA;Secundaria
49;52324023;Masculino;BOGOTA;Postgrado
29;50949820;Masculino;PEREIRA;Secundaria
66;97163158;Femenino;CUCUTA;Secundaria
30;4204478;Masculino;SANTA MARTA;Postgrado
36;15450553;Femenino;MANIZALES;Secundaria
61;73279895;Masculino;SANTA MARTA;Postgrado
65;44923098;Femenino;CUCUTA;Postgrado
42;42701769;Masculino;BARRANQUILLA;Pregrado
48;22731649;Femenino;SANTA MARTA;Secundaria
54;92144628;Masculino;MANIZALES;Pregrado
42;84162533;Masculino;MEDELLIN;Secundaria
33;13111198;Masculino;BOGOTA;Secundaria
55;36237028;Masculino;CALI;Pregrado
60;97781241;Femenino;BUCARAMANGA;Postgrado
66;76734557;Masculino;CALI;Postgrado
40;59999484;Femenino;BARRANQUILLA;Secundaria
31;3541840;Femenino;MANIZALES;Pregrado
23;42858340;Femenino;CALI;Secundaria
42;59551570;Masculino;CALI;Secundaria
40;25467436;Masculino;BUCARAMANGA;Pregrado
60;58351422;Masculino;CALI;Pregrado
29;42720849;Masculino;SANTA MARTA;Postgrado
30;47296182;Masculino;SANTA MARTA;Secundaria
53;94066421;Femenino;BARRANQUILLA;Postgrado
56;10120403;Masculino;BOGOTA;Secundaria
51;81919037;Masculino;CARTAGENA;Postgrado
23;34800363;Masculino;BOGOTA;Secundaria
55;94181444;Femenino;CARTAGENA;Postgrado
67;41769262;Masculino;CUCUTA;Pregrado
69;39863607;Femenino;PEREIRA;Pregrado
57;96516849;Masculino;BOGOTA;Secundaria
25;95705138;Femenino;MEDELLIN;Postgrado
25;43012431;Masculino;MEDELLIN;Pregrado
57;30099200;Femenino;BOGOTA;Secundaria
50;16400295;Masculino;MANIZALES;Secundaria
51;43589863;Masculino;CARTAGENA;Secundaria
61;55238401;Masculino;BUCARAMANGA;Secundaria
32;98525379;Femenino;CARTAGENA;Secundaria
53;82259875;Masculino;CALI;Postgrado
52;17311454;Masculino;MANIZALES;Pregrado
63;21080292;Masculino;CARTAGENA;Secundaria
39;40489596;Masculino;CALI;Secundaria
40;5488841;Femenino;BUCARAMANGA;Secundaria
57;45659798;Masculino;MEDELLIN;Secundaria
62;55182958;Masculino;BARRANQUILLA;Pregrado
68;8107751;Masculino;PEREIRA;Secundaria
39;80144301;Femenino;CALI;Postgrado
22;34660740;Masculino;CALI;Secundaria
48;49284633;Masculino;BUCARAMANGA;Pregrado
30;71368025;Masculino;MEDELLIN;Pregrado
45;85674135;Femenino;PEREIRA;Pregrado
37;38908744;Masculino;CARTAGENA;Postgrado
50;86049649;Masculino;BUCARAMANGA;Secundaria
33;17706734;Masculino;MANIZALES;Secundaria
46;87561312;Masculino;BARRANQUILLA;Secundaria
40;39488622;Femenino;MEDELLIN;Secundaria
41;46530848;Femenino;MANIZALES;Pregrado
51;95302996;Masculino;PEREIRA;Postgrado
24;17462027;Masculino;CARTAGENA;Pregrado
55;47055250;Femenino;SANTA MARTA;Pregrado
54;12749847;Masculino;CARTAGENA;Secundaria
21;13642034;Femenino;MANIZALES;Secundaria
51;97152189;Masculino;BARRANQUILLA;Secundaria
59;57147662;Femenino;MEDELLIN;Postgrado
39;73884382;Femenino;MANIZALES;Secundaria
22;77601126;Masculino;MEDELLIN;Postgrado
67;52061159;Masculino;BUCARAMANGA;Postgrado
59;34353669;Femenino;SANTA MARTA;Secundaria
40;76192431;Masculino;PEREIRA;Postgrado
32;6478208;Masculino;CALI;Secundaria
48;86928312;Masculino;BUCARAMANGA;Secundaria
26;6297080;Masculino;BARRANQUILLA;Secundaria
60;91780606;Masculino;BUCARAMANGA;Postgrado
42;92235017;Femenino;SANTA MARTA;Postgrado
42;60431694;Femenino;CALI;Pregrado
66;99797857;Masculino;CARTAGENA;Postgrado
38;92680026;Femenino;CARTAGENA;Pregrado
26;70066458;Masculino;CUCUTA;Pregrado
65;47549080;Masculino;CARTAGENA;Pregrado
55;76805076;Femenino;MANIZALES;Pregrado
39;86961410;Femenino;SANTA MARTA;Postgrado
60;31521106;Femenino;BUCARAMANGA;Secundaria
40;51930110;Femenino;MANIZALES;Pregrado
66;10893945;Femenino;MANIZALES;Secundaria
21;90078953;Masculino;BUCARAMANGA;Postgrado
46;93781534;Femenino;MANIZALES;Pregrado
32;35825775;Femenino;PEREIRA;Pregrado
18;73843569;Femenino;CARTAGENA;Postgrado
47;3584942;Femenino;CARTAGENA;Secundaria
46;70710958;Femenino;CALI;Secundaria
37;36753704;Masculino;MEDELLIN;Postgrado
50;42604843;Masculino;BOGOTA;Postgrado
58;75419055;Femenino;BARRANQUILLA;Secundaria
61;36170857;Masculino;CUCUTA;Secundaria
53;49531374;Masculino;CARTAGENA;Pregrado
39;16361855;Masculino;SANTA MARTA;Postgrado
30;7616098;Masculino;CALI;Pregrado
24;94985612;Femenino;PEREIRA;Pregrado
25;82778288;Femenino;BARRANQUILLA;Postgrado
45;88645846;Masculino;CALI;Pregrado
62;87998699;Masculino;MANIZALES;Secundaria
60;2649273;Masculino;MANIZALES;Secundaria
26;56398212;Femenino;CUCUTA;Pregrado
42;81960329;Masculino;MEDELLIN;Pregrado
33;88021322;Femenino;CARTAGENA;Secundaria
27;69357498;Femenino;BUCARAMANGA;Postgrado
28;90943218;Masculino;SANTA MARTA;Pregrado
48;47526037;Femenino;CALI;Postgrado
29;31568549;Femenino;PEREIRA;Pregrado
48;63301871;Masculino;CALI;Secundaria
31;75138965;Masculino;PEREIRA;Postgrado
68;78490121;Masculino;CALI;Pregrado
61;87597097;Femenino;MANIZALES;Secundaria
49;69703019;Masculino;BUCARAMANGA;Secundaria
67;48114324;Femenino;CALI;Postgrado
34;35933242;Femenino;CUCUTA;Pregrado
52;40330721;Masculino;MANIZALES;Postgrado
18;6757601;Femenino;BOGOTA;Postgrado
46;16253920;Femenino;BARRANQUILLA;Secundaria
68;16509044;Femenino;SANTA MARTA;Secundaria
21;59725616;Femenino;CALI;Secundaria
40;60673283;Femenino;CALI;Postgrado
45;10013392;Femenino;BARRANQUILLA;Postgrado
33;31791740;Femenino;CARTAGENA;Postgrado
29;65497162;Femenino;PEREIRA;Pregrado
38;54152816;Masculino;SANTA MARTA;Postgrado
62;83499893;Masculino;CUCUTA;Secundaria
34;48058929;Masculino;CUCUTA;Secundaria
57;56546907;Femenino;CALI;Pregrado
30;59799184;Masculino;CALI;Pregrado
69;61888607;Masculino;BUCARAMANGA;Pregrado
49;4766985;Femenino;SANTA MARTA;Pregrado
54;66546842;Masculino;CALI;Pregrado
67;21623237;Masculino;PEREIRA;Secundaria
32;72932166;Masculino;PEREIRA;Secundaria
29;24194313;Femenino;CALI;Pregrado
66;64979681;Femenino;BOGOTA;Pregrado
32;88908351;Femenino;SANTA MARTA;Pregrado
51;27005053;Femenino;MANIZALES;Pregrado
23;41897274;Femenino;MEDELLIN;Secundaria
34;18187342;Femenino;CUCUTA;Secundaria
65;24984886;Femenino;PEREIRA;Postgrado
66;90395198;Femenino;SANTA MARTA;Secundaria
37;39071123;Masculino;BOGOTA;Secundaria
26;50699689;Masculino;BUCARAMANGA;Postgrado
22;58378933;Masculino;PEREIRA;Postgrado
40;47010320;Masculino;BOGOTA;Pregrado
50;19780089;Masculino;BUCARAMANGA;Pregrado
55;97132290;Masculino;BARRANQUILLA;Secundaria
31;60318645;Femenino;MEDELLIN;Postgrado
34;91628399;Masculino;PEREIRA;Pregrado
36;4891092;Femenino;BUCARAMANGA;Pregrado
50;23507263;Masculino;PEREIRA;Secundaria
18;79444610;Masculino;CUCUTA;Pregrado
30;26325647;Femenino;BUCARAMANGA;Postgrado
63;15688157;Masculino;BARRANQUILLA;Pregrado
44;41341512;Masculino;BUCARAMANGA;Secundaria
23;95438077;Femenino;MEDELLIN;Pregrado
23;69260604;Femenino;BARRANQUILLA;Postgrado
50;31217643;Femenino;BARRANQUILLA;Secundaria
47;99033200;Femenino;CALI;Secundaria
63;43006253;Masculino;MEDELLIN;Postgrado
52;58811764;Femenino;BARRANQUILLA;Secundaria
40;10782608;Masculino;MEDELLIN;Secundaria
27;51866240;Masculino;CALI;Postgrado
68;59002578;Femenino;SANTA MARTA;Postgrado
36;52119890;Femenino;BOGOTA;Postgrado
68;41131738;Femenino;CUCUTA;Secundaria
45;78458715;Femenino;BUCARAMANGA;Pregrado
40;5182343;Masculino;BUCARAMANGA;Postgrado
21;37505770;Masculino;SANTA MARTA;Postgrado
37;73558074;Masculino;BARRANQUILLA;Pregrado
36;54969135;Femenino;BUCARAMANGA;Pregrado
59;75079731;Femenino;PEREIRA;Pregrado
44;77712376;Masculino;PEREIRA;Secundaria
51;51463401;Masculino;CALI;Postgrado
21;47316564;Femenino;CUCUTA;Secundaria
55;86387305;Masculino;BARRANQUILLA;Pregrado
24;28506769;Femenino;BARRANQUILLA;Secundaria
65;14877826;Femenino;CARTAGENA;Secundaria
24;76096856;Femenino;MANIZALES;Postgrado
67;50295788;Femenino;BOGOTA;Postgrado
69;54419728;Masculino;CARTAGENA;Pregrado
43;29091533;Femenino;BUCARAMANGA;Pregrado
43;69027737;Masculino;BOGOTA;Pregrado
36;76494954;Masculino;CUCUTA;Pregrado
26;30003041;Masculino;CUCUTA;Postgrado
37;45023247;Masculino;BOGOTA;Pregrado
59;40174854;Masculino;BARRANQUILLA;Postgrado
62;7389996;Femenino;MANIZALES;Secundaria
67;46363247;Masculino;CUCUTA;Postgrado
33;61094697;Masculino;PEREIRA;Postgrado
34;66564595;Masculino;PEREIRA;Secundaria
39;19147053;Masculino;PEREIRA;Postgrado
30;20518023;Femenino;BARRANQUILLA;Secundaria
29;6857729;Masculino;BARRANQUILLA;Pregrado
27;74465513;Femenino;BARRANQUILLA;Postgrado
18;37078976;Masculino;CARTAGENA;Postgrado
49;14351967;Femenino;BUCARAMANGA;Secundaria
47;15469972;Masculino;BUCARAMANGA;Postgrado
25;65025841;Masculino;PEREIRA;Pregrado
38;59382427;Femenino;PEREIRA;Postgrado
39;41003446;Femenino;CUCUTA;Pregrado
35;31451981;Femenino;PEREIRA;Secundaria
19;89694079;Femenino;PEREIRA;Secundaria
65;48601661;Masculino;CARTAGENA;Pregrado
61;35962264;Masculino;MANIZALES;Postgrado
26;63931443;Masculino;BUCARAMANGA;Pregrado
20;63416175;Femenino;CARTAGENA;Pregrado
43;46282413;Masculino;CUCUTA;Secundaria
38;7382851;Femenino;BOGOTA;Pregrado
47;74037299;Femenino;MANIZALES;Pregrado
45;81832027;Masculino;PEREIRA;Postgrado
53;10939658;Masculino;CARTAGENA;Postgrado
43;19628345;Femenino;CALI;Postgrado
51;93207491;Masculino;BOGOTA;Pregrado
25;69506448;Femenino;MEDELLIN;Secundaria
27;48757866;Femenino;BOGOTA;Postgrado
65;23454679;Masculino;BARRANQUILLA;Secundaria
60;50534058;Femenino;BOGOTA;Pregrado
67;71271992;Femenino;CUCUTA;Pregrado
31;56329269;Masculino;BARRANQUILLA;Pregrado
57;55966697;Masculino;PEREIRA;Pregrado
32;24354047;Masculino;BOGOTA;Secundaria
34;52552776;Femenino;BOGOTA;Secundaria
35;48163282;Femenino;CUCUTA;Secundaria
49;73745127;Femenino;CARTAGENA;Postgrado
55;5623152;Femenino;PEREIRA;Postgrado
40;2506311;Femenino;SANTA MARTA;Pregrado
63;14361654;Femenino;CARTAGENA;Postgrado
40;38100188;Femenino;MANIZALES;Secundaria
52;81167270;Masculino;MANIZALES;Postgrado
56;64562803;Masculino;SANTA MARTA;Pregrado
32;56087310;Femenino;BUCARAMANGA;Postgrado
41;88766494;Masculino;BOGOTA;Secundaria
45;98911858;Masculino;CUCUTA;Pregrado
33;32007072;Femenino;CALI;Pregrado
33;54308069;Femenino;BOGOTA;Secundaria
57;12856542;Masculino;MANIZALES;Secundaria
56;66966722;Femenino;SANTA MARTA;Postgrado
23;66042929;Femenino;MANIZALES;Pregrado
19;34922973;Femenino;BUCARAMANGA;Postgrado
30;78417575;Masculino;BUCARAMANGA;Postgrado
61;57672872;Masculino;CARTAGENA;Postgrado
64;6079847;Femenino;CALI;Secundaria
26;15106273;Masculino;PEREIRA;Pregrado
51;44639981;Masculino;MANIZALES;Pregrado
34;86676786;Masculino;BARRANQUILLA;Pregrado
44;62343603;Femenino;BOGOTA;Postgrado
46;55527491;Femenino;MANIZALES;Postgrado
54;64942466;Femenino;CUCUTA;Pregrado
60;42783623;Femenino;MEDELLIN;Pregrado
39;94235557;Femenino;SANTA MARTA;Pregrado
68;45331747;Femenino;MANIZALES;Secundaria
41;54785035;Femenino;MEDELLIN;Postgrado
24;92276085;Femenino;CALI;Secundaria
51;42985207;Masculino;BOGOTA;Postgrado
65;14061937;Femenino;CARTAGENA;Pregrado
29;10782917;Masculino;CALI;Postgrado
40;88314571;Masculino;MEDELLIN;Postgrado
32;66187961;Femenino;CALI;Secundaria
50;74961561;Masculino;MEDELLIN;Secundaria
30;50300643;Femenino;MEDELLIN;Pregrado
40;69546552;Femenino;MEDELLIN;Secundaria
55;40959992;Masculino;SANTA MARTA;Postgrado
49;12749337;Femenino;BARRANQUILLA;Secundaria
62;82735706;Masculino;PEREIRA;Pregrado
67;79767281;Masculino;CALI;Pregrado
52;79474174;Masculino;SANTA MARTA;Pregrado
18;98602496;Masculino;BARRANQUILLA;Secundaria
64;87672423;Femenino;BARRANQUILLA;Secundaria
62;35269528;Femenino;PEREIRA;Postgrado
22;34819493;Femenino;CALI;Secundaria
30;2864466;Femenino;PEREIRA;Pregrado
22;26983963;Masculino;CARTAGENA;Postgrado
49;4222834;Masculino;CARTAGENA;Postgrado
68;17999115;Masculino;CARTAGENA;Pregrado
38;31374162;Femenino;MANIZALES;Postgrado
41;96953168;Femenino;BARRANQUILLA;Secundaria
35;44453506;Masculino;MEDELLIN;Pregrado
38;50949080;Femenino;CARTAGENA;Secundaria
27;18808711;Femenino;CARTAGENA;Secundaria
41;9109807;Masculino;BOGOTA;Secundaria
57;76371326;Femenino;MANIZALES;Secundaria
64;19702794;Masculino;CARTAGENA;Secundaria
38;90780294;Femenino;MANIZALES;Pregrado
42;52784303;Masculino;PEREIRA;Postgrado
69;77215481;Femenino;CUCUTA;Postgrado
40;17550423;Femenino;BUCARAMANGA;Pregrado
39;13382744;Masculino;MEDELLIN;Pregrado
21;13220408;Masculino;CUCUTA;Pregrado
51;20740421;Femenino;BARRANQUILLA;Secundaria
23;61578921;Femenino;BOGOTA;Pregrado
45;43403173;Masculino;SANTA MARTA;Secundaria
48;80739882;Femenino;CUCUTA;Postgrado
52;60000655;Femenino;CARTAGENA;Postgrado
56;50856030;Masculino;CARTAGENA;Secundaria
59;74005161;Masculino;MEDELLIN;Secundaria
40;77046880;Femenino;MEDELLIN;Pregrado
23;75352500;Masculino;CALI;Pregrado
33;85668508;Masculino;CALI;Pregrado
19;67249661;Masculino;SANTA MARTA;Secundaria
41;4023523;Femenino;CARTAGENA;Secundaria
34;26056150;Femenino;CALI;Postgrado
62;99787187;Femenino;CUCUTA;Secundaria
18;46269802;Masculino;CARTAGENA;Pregrado
23;64472853;Masculino;PEREIRA;Postgrado
22;49673146;Masculino;CUCUTA;Secundaria
62;54415229;Femenino;BUCARAMANGA;Pregrado
67;59870545;Masculino;BOGOTA;Postgrado
46;22502498;Masculino;CARTAGENA;Secundaria
29;39434678;Masculino;MANIZALES;Pregrado
56;19443478;Femenino;BOGOTA;Pregrado
64;25013303;Masculino;SANTA MARTA;Pregrado
20;65035538;Femenino;CUCUTA;Postgrado
65;22778016;Femenino;BUCARAMANGA;Postgrado
18;58219989;Masculino;BUCARAMANGA;Postgrado
44;10329085;Femenino;CUCUTA;Pregrado
65;89227220;Femenino;BOGOTA;Pregrado
41;19650084;Femenino;BARRANQUILLA;Postgrado
61;88609204;Femenino;SANTA MARTA;Postgrado
36;99261767;Femenino;MANIZALES;Secundaria
25;58009011;Femenino;CUCUTA;Pregrado
61;44346255;Femenino;CUCUTA;Pregrado
64;61091383;Masculino;CUCUTA;Secundaria
19;3184961;Femenino;MANIZALES;Pregrado
47;20590294;Masculino;BUCARAMANGA;Postgrado
47;34606162;Femenino;BOGOTA;Pregrado
66;41771506;Femenino;CARTAGENA;Secundaria
56;8280293;Masculino;CUCUTA;Postgrado
62;36110270;Masculino;MEDELLIN;Postgrado
49;33901694;Femenino;BUCARAMANGA;Postgrado
18;86523099;Masculino;SANTA MARTA;Secundaria
55;6738762;Femenino;CUCUTA;Postgrado
30;30935544;Femenino;BOGOTA;Postgrado
28;25090077;Femenino;CUCUTA;Secundaria
27;94921455;Masculino;CALI;Secundaria
65;8763899;Femenino;PEREIRA;Secundaria
43;44076458;Femenino;CALI;Secundaria
37;81880242;Masculino;PEREIRA;Pregrado
34;28609624;Femenino;BUCARAMANGA;Secundaria
34;37907731;Femenino;SANTA MARTA;Postgrado
21;14403312;Masculino;CARTAGENA;Secundaria
22;68967985;Masculino;MEDELLIN;Pregrado
40;7891787;Femenino;SANTA MARTA;Postgrado
63;34252903;Masculino;SANTA MARTA;Secundaria
69;52471639;Femenino;SANTA MARTA;Postgrado
27;75979360;Masculino;CARTAGENA;Postgrado
63;84649667;Masculino;MEDELLIN;Pregrado
45;27035161;Femenino;CALI;Pregrado
50;38419645;Femenino;CARTAGENA;Secundaria
60;75899941;Masculino;MANIZALES;Pregrado
43;42300784;Femenino;MANIZALES;Pregrado
67;58272269;Femenino;MEDELLIN;Secundaria
65;21555086;Masculino;CUCUTA;Secundaria
46;14662672;Masculino;CUCUTA;Secundaria
44;67789377;Femenino;SANTA MARTA;Pregrado
35;25914032;Masculino;PEREIRA;Postgrado
57;35250408;Masculino;SANTA MARTA;Secundaria
27;51620760;Femenino;CARTAGENA;Postgrado
59;74615269;Femenino;BUCARAMANGA;Postgrado
22;62084255;Femenino;BUCARAMANGA;Postgrado
27;90168818;Femenino;MANIZALES;Postgrado
67;30595666;Masculino;BOGOTA;Secundaria
38;59822352;Femenino;BARRANQUILLA;Postgrado
41;84660499;Masculino;PEREIRA;Pregrado
55;38257744;Femenino;CARTAGENA;Postgrado
20;90397132;Masculino;BUCARAMANGA;Secundaria
57;75770015;Masculino;MANIZALES;Postgrado
48;82637904;Femenino;MEDELLIN;Postgrado
58;3715140;Masculino;PEREIRA;Pregrado
54;94953963;Masculino;MANIZALES;Secundaria
19;28637806;Femenino;CARTAGENA;Postgrado
19;83026127;Femenino;CALI;Postgrado
56;1243659;Femenino;CALI;Postgrado
66;88643298;Masculino;PEREIRA;Pregrado
59;19715084;Masculino;SANTA MARTA;Pregrado
61;66309867;Masculino;BOGOTA;Postgrado
51;86275428;Masculino;CUCUTA;Secundaria
59;66121003;Masculino;BOGOTA;Secundaria
37;45505681;Masculino;MANIZALES;Secundaria
50;98660550;Femenino;BARRANQUILLA;Postgrado
21;83590818;Femenino;MEDELLIN;Secundaria
62;4810365;Masculino;PEREIRA;Postgrado
61;53456204;Femenino;SANTA MARTA;Pregrado
28;37098461;Femenino;MEDELLIN;Postgrado
59;90178222;Femenino;BOGOTA;Postgrado
64;51899541;Masculino;SANTA MARTA;Secundaria
22;12504454;Masculino;MANIZALES;Postgrado
42;28503586;Masculino;MANIZALES;Secundaria
66;6639999;Femenino;CARTAGENA;Pregrado
54;38779496;Femenino;CARTAGENA;Postgrado
51;64408863;Masculino;BUCARAMANGA;Pregrado
26;95554799;Femenino;SANTA MARTA;Pregrado
23;93838691;Masculino;MEDELLIN;Pregrado
35;58988621;Masculino;BUCARAMANGA;Pregrado
31;86305282;Femenino;PEREIRA;Secundaria
36;35211926;Femenino;CUCUTA;Secundaria
31;87346646;Femenino;BARRANQUILLA;Pregrado
57;77908385;Masculino;BOGOTA;Pregrado
34;53333934;Femenino;BOGOTA;Pregrado
52;19925101;Femenino;PEREIRA;Secundaria
46;24814968;Femenino;MANIZALES;Postgrado
59;85220428;Femenino;SANTA MARTA;Postgrado
34;4711841;Masculino;MEDELLIN;Postgrado
60;59396933;Femenino;CALI;Pregrado
25;25681161;Masculino;CUCUTA;Secundaria
18;21948035;Masculino;PEREIRA;Secundaria
62;17967935;Femenino;MEDELLIN;Pregrado
53;65838503;Femenino;CARTAGENA;Pregrado
24;50215602;Masculino;MANIZALES;Pregrado
63;19878015;Masculino;SANTA MARTA;Postgrado
22;92128363;Femenino;MANIZALES;Secundaria
41;96447226;Femenino;CUCUTA;Secundaria
45;45927996;Masculino;MEDELLIN;Secundaria
60;11827106;Femenino;BUCARAMANGA;Postgrado
34;19554455;Masculino;MEDELLIN;Secundaria
54;88874735;Femenino;CUCUTA;Postgrado
37;21567037;Femenino;MANIZALES;Secundaria
20;85941146;Masculino;SANTA MARTA;Postgrado
54;96844708;Masculino;BARRANQUILLA;Postgrado
43;59591528;Masculino;BUCARAMANGA;Pregrado
32;16040075;Masculino;CALI;Postgrado
68;70524276;Masculino;CUCUTA;Pregrado
65;1011905;Masculino;SANTA MARTA;Pregrado
25;55432551;Femenino;BARRANQUILLA;Pregrado
30;91332355;Femenino;MEDELLIN;Secundaria
65;24513474;Femenino;CUCUTA;Secundaria
20;19774049;Femenino;BOGOTA;Secundaria
18;92017737;Masculino;BUCARAMANGA;Postgrado
26;61882543;Masculino;CALI;Pregrado
48;34025581;Masculino;BARRANQUILLA;Pregrado
58;14866189;Masculino;CUCUTA;Secundaria
43;49705749;Femenino;MEDELLIN;Pregrado
34;89109163;Femenino;CARTAGENA;Pregrado
51;79782830;Femenino;BARRANQUILLA;Secundaria
26;37778664;Femenino;CARTAGENA;Postgrado
68;53178710;Masculino;PEREIRA;Pregrado
30;83492414;Femenino;MEDELLIN;Postgrado
22;35198816;Masculino;CUCUTA;Secundaria
58;45535123;Femenino;BOGOTA;Pregrado
30;26162805;Femenino;CALI;Secundaria
18;46585493;Masculino;PEREIRA;Secundaria
42;17458644;Femenino;CARTAGENA;Secundaria
64;84263110;Masculino;BARRANQUILLA;Postgrado
21;22732352;Femenino;BARRANQUILLA;Pregrado
53;72281231;Masculino;BUCARAMANGA;Postgrado
69;69817310;Femenino;PEREIRA;Postgrado
27;55423129;Masculino;BARRANQUILLA;Pregrado
45;55715454;Femenino;MANIZALES;Secundaria
23;11664388;Femenino;MEDELLIN;Postgrado
44;21711510;Masculino;MEDELLIN;Pregrado
29;3891009;Femenino;BARRANQUILLA;Postgrado
69;47486346;Masculino;CALI;Postgrado
65;4145337;Femenino;MANIZALES;Pregrado
20;7145519;Masculino;CALI;Pregrado
63;56042086;Masculino;MANIZALES;Postgrado
50;52349584;Femenino;BOGOTA;Postgrado
27;93086065;Femenino;CARTAGENA;Secundaria
48;90907390;Femenino;BUCARAMANGA;Secundaria
32;30674193;Femenino;CALI;Pregrado
24;3489054;Femenino;CUCUTA;Postgrado
53;22048808;Masculino;BUCARAMANGA;Postgrado
31;7265249;Femenino;MEDELLIN;Secundaria
65;49690715;Femenino;BUCARAMANGA;Pregrado
31;66889402;Masculino;CALI;Pregrado
20;60192080;Masculino;CALI;Pregrado
66;28750175;Femenino;BUCARAMANGA;Secundaria
63;65067832;Masculino;CUCUTA;Secundaria
67;18698134;Masculino;CARTAGENA;Postgrado
20;76558620;Masculino;MEDELLIN;Secundaria
39;9298533;Femenino;BOGOTA;Secundaria
36;87719381;Femenino;CUCUTA;Secundaria
52;75558019;Femenino;BUCARAMANGA;Pregrado
29;68213432;Femenino;BOGOTA;Pregrado
22;45799403;Masculino;SANTA MARTA;Secundaria
27;47062717;Masculino;SANTA MARTA;Pregrado
58;85135196;Masculino;CARTAGENA;Postgrado
50;86043353;Masculino;MANIZALES;Postgrado
30;4420811;Femenino;MANIZALES;Postgrado
52;58054201;Femenino;SANTA MARTA;Pregrado
68;11418329;Masculino;BUCARAMANGA;Pregrado
49;24316401;Masculino;MEDELLIN;Secundaria
28;47982638;Femenino;PEREIRA;Secundaria
65;45640362;Masculino;CALI;Secundaria
55;50447929;Masculino;CUCUTA;Pregrado
41;97716207;Masculino;PEREIRA;Pregrado
52;25848642;Masculino;CALI;Secundaria
36;34422714;Masculino;BARRANQUILLA;Secundaria
23;99022327;Femenino;BOGOTA;Pregrado
57;21083340;Femenino;CALI;Pregrado
62;67392750;Femenino;PEREIRA;Postgrado
61;62191368;Masculino;CARTAGENA;Secundaria
59;70653060;Femenino;CALI;Pregrado
52;4063839;Masculino;SANTA MARTA;Pregrado
21;64699014;Masculino;SANTA MARTA;Secundaria
50;26124999;Femenino;MEDELLIN;Secundaria
30;72829463;Masculino;MANIZALES;Secundaria
53;54713179;Femenino;MEDELLIN;Secundaria
60;17011699;Femenino;BOGOTA;Secundaria
36;29483936;Masculino;MEDELLIN;Secundaria
60;6327542;Femenino;CUCUTA;Secundaria
29;26630511;Femenino;BARRANQUILLA;Postgrado
28;3112843;Masculino;BARRANQUILLA;Secundaria
23;66818144;Masculino;BARRANQUILLA;Pregrado
29;65823955;Masculino;BARRANQUILLA;Secundaria
44;64238475;Femenino;MEDELLIN;Pregrado
58;42291753;Femenino;CARTAGENA;Pregrado
42;52919374;Femenino;SANTA MARTA;Secundaria
59;25462758;Femenino;MANIZALES;Pregrado
20;98474338;Masculino;BOGOTA;Pregrado
20;6335912;Masculino;SANTA MARTA;Secundaria
37;56480227;Femenino;MANIZALES;Secundaria
45;83695233;Femenino;CALI;Postgrado
