PassengerId;Pclass;Name;Sex;Age;SibSp;Parch;Ticket;Fare;Cabin;Embarked;Survived
594;3;Passenger 594;female;46.2;4;3;Ticket 594;3.053.261.919.922.040;F33;C;0
595;1;Passenger 595;male;69.8;1;1;Ticket 595;3.152.579.894.406.630;F33;S;1
596;1;Passenger 596;female;52.0;1;3;Ticket 596;32.081.160.143.204.200;E34;C;1
597;3;Passenger 597;male;75.7;0;4;Ticket 597;31.621.708.657.766.300;B12;Q;1
598;1;Passenger 598;male;23.2;4;3;Ticket 598;2.790.954.745.421.880;D56;Q;1
599;3;Passenger 599;male;48.0;4;0;Ticket 599;49.327.493.914.903;C85;C;0
600;1;Passenger 600;female;55.5;1;3;Ticket 600;36.748.383.087.571.900;B12;Q;0
601;1;Passenger 601;male;32.0;1;4;Ticket 601;38.958.846.225.429.700;D56;C;0
602;3;Passenger 602;female;70.5;1;0;Ticket 602;43.686.909.346.641.800;E34;C;1
603;1;Passenger 603;male;78.4;2;2;Ticket 603;11.174.168.254.929.500;F33;Q;0
604;3;Passenger 604;male;40.0;3;0;Ticket 604;46.483.058.752.055.000;E34;C;0
605;1;Passenger 605;male;31.9;2;1;Ticket 605;24.403.274.611.630.600;D56;S;1
606;1;Passenger 606;female;38.3;4;0;Ticket 606;2.594.699.443.315.400;E34;C;0
607;2;Passenger 607;female;68.4;0;2;Ticket 607;4.154.449.810.752.090;D56;C;0
608;2;Passenger 608;female;52.0;3;3;Ticket 608;22.467.287.174.475.600;D56;Q;0
609;3;Passenger 609;male;4.5;0;0;Ticket 609;2.875.722.476.444.340;E34;S;0
610;2;Passenger 610;male;43.8;4;0;Ticket 610;26.590.011.456.416.100;;C;1
611;3;Passenger 611;female;2.4;4;0;Ticket 611;23.910.377.959.908.500;C85;C;1
612;2;Passenger 612;female;62.5;0;0;Ticket 612;3.095.313.738.154.720;B12;C;0
613;1;Passenger 613;female;26.9;0;2;Ticket 613;41.488.142.645.825.400;F33;C;0
614;3;Passenger 614;female;38.3;0;4;Ticket 614;8.296.277.129.752.280;C85;C;1
615;3;Passenger 615;female;64.1;4;4;Ticket 615;29.919.420.829.366.400;B12;C;0
616;1;Passenger 616;female;4.7;1;0;Ticket 616;2.988.372.195.009.750;B12;S;0
617;3;Passenger 617;male;13.5;0;2;Ticket 617;8.627.155.720.789.750;F33;S;1
618;3;Passenger 618;female;32.4;3;2;Ticket 618;6.611.446.899.671.430;C85;C;1
619;2;Passenger 619;male;19.2;4;0;Ticket 619;49.012.571.177.335.900;F33;C;0
620;3;Passenger 620;male;27.7;2;1;Ticket 620;19.989.098.897.825.300;D56;Q;0
621;1;Passenger 621;female;79.9;2;0;Ticket 621;117.573.755.718.147;F33;S;1
622;2;Passenger 622;female;66.2;3;1;Ticket 622;898.056.495.049.156;E34;S;1
623;2;Passenger 623;male;70.8;1;0;Ticket 623;33.546.284.822.370.100;;C;1
624;1;Passenger 624;female;75.0;0;1;Ticket 624;306.675.422.177.003;;S;0
625;1;Passenger 625;female;27.9;4;1;Ticket 625;32.355.830.087.877.100;;S;1
626;2;Passenger 626;male;24.5;0;0;Ticket 626;48.562.983.618.168.800;C85;Q;0
627;3;Passenger 627;male;19.5;4;1;Ticket 627;44.729.961.883.172.600;C85;Q;1
628;2;Passenger 628;male;66.6;2;3;Ticket 628;1.976.868.664.204.780;D56;S;0
629;1;Passenger 629;female;54.7;0;4;Ticket 629;1.601.178.561.830.270;G7;S;0
630;2;Passenger 630;male;19.7;3;2;Ticket 630;2.338.689.163.876.300;;S;1
631;1;Passenger 631;female;30.8;1;1;Ticket 631;198.082.702.545.076;D56;C;0
632;2;Passenger 632;male;41.0;3;1;Ticket 632;4.324.706.165.538.770;G7;Q;0
633;3;Passenger 633;male;42.7;1;2;Ticket 633;4.649.841.827.229.560;;C;1
634;2;Passenger 634;male;71.2;0;1;Ticket 634;15.520.934.214.255.500;C85;Q;0
635;2;Passenger 635;female;31.1;0;2;Ticket 635;4.326.482.246.926.770;G7;Q;1
636;1;Passenger 636;female;72.8;1;0;Ticket 636;39.185.394.911.886.800;E34;Q;0
637;1;Passenger 637;male;35.9;2;3;Ticket 637;46.574.979.781.065.700;E34;S;0
638;1;Passenger 638;male;60.0;4;3;Ticket 638;12.664.640.453.201.400;E34;Q;1
639;2;Passenger 639;male;74.5;3;4;Ticket 639;29.059.477.930.988.400;F33;C;0
640;3;Passenger 640;female;72.7;3;1;Ticket 640;1.408.995.694.465.200;E34;Q;1
641;1;Passenger 641;male;5.5;3;4;Ticket 641;41.292.677.278.976.500;B12;C;0
642;1;Passenger 642;female;17.3;0;0;Ticket 642;7.635.474.332.676.800;;Q;1
643;2;Passenger 643;male;38.7;3;3;Ticket 643;2.845.854.856.287.660;E34;Q;0
644;1;Passenger 644;male;35.1;4;0;Ticket 644;1.729.056.984.795.990;G7;S;0
645;3;Passenger 645;male;51.6;4;0;Ticket 645;164.728.435.003.521;B12;C;1
646;3;Passenger 646;male;75.6;1;1;Ticket 646;3.242.286.303.131.330;B12;Q;0
647;1;Passenger 647;male;9.9;0;0;Ticket 647;426.484.802.410.427;B12;Q;1
648;1;Passenger 648;male;36.7;4;3;Ticket 648;30.655.171.873.969.600;D56;C;1
649;2;Passenger 649;female;16.2;2;4;Ticket 649;4.273.206.244.301.270;G7;Q;1
650;3;Passenger 650;male;71.6;0;3;Ticket 650;13.597.557.038.110.900;D56;S;1
651;3;Passenger 651;female;77.2;0;1;Ticket 651;2.621.534.181.086.650;B12;C;0
652;1;Passenger 652;male;38.8;4;3;Ticket 652;22.801.558.683.820.200;F33;S;0
653;2;Passenger 653;male;9.2;2;2;Ticket 653;10.764.225.254.032.600;E34;C;0
654;3;Passenger 654;female;63.0;1;4;Ticket 654;28.062.201.085.466.600;;C;0
655;3;Passenger 655;male;56.1;4;2;Ticket 655;3.324.545.404.523.560;G7;C;0
656;2;Passenger 656;female;29.0;2;2;Ticket 656;29.799.763.018.743.900;F33;Q;0
657;2;Passenger 657;female;71.1;0;1;Ticket 657;36.945.854.989.779.300;C85;C;0
658;3;Passenger 658;male;78.1;2;0;Ticket 658;28.781.306.658.427.300;D56;C;0
659;3;Passenger 659;female;45.1;0;2;Ticket 659;3.804.137.615.112.460;E34;C;0
660;2;Passenger 660;female;45.7;4;3;Ticket 660;6.264.053.442.193.210;E34;S;1
661;3;Passenger 661;male;24.5;4;0;Ticket 661;30.025.491.588.425.600;C85;C;0
662;1;Passenger 662;female;47.2;3;3;Ticket 662;14.111.470.002.695.100;C85;Q;0
663;1;Passenger 663;male;35.7;3;3;Ticket 663;4.442.433.887.220.900;G7;C;1
664;2;Passenger 664;male;24.9;3;0;Ticket 664;21.765.335.800.703.000;E34;C;0
665;2;Passenger 665;male;6.3;4;0;Ticket 665;2.793.896.860.514.090;C85;S;1
666;2;Passenger 666;male;21.0;1;3;Ticket 666;16.772.926.423.305.500;E34;Q;0
667;1;Passenger 667;female;16.6;4;1;Ticket 667;3.616.146.826.017.600;F33;Q;0
668;3;Passenger 668;male;43.8;2;4;Ticket 668;3.236.664.510.101.160;G7;Q;1
669;1;Passenger 669;male;48.5;4;4;Ticket 669;1.697.450.887.403.770;C85;C;1
670;3;Passenger 670;female;49.1;4;1;Ticket 670;3.786.619.018.097.370;F33;C;0
671;1;Passenger 671;male;31.7;0;0;Ticket 671;3.261.040.460.538.520;F33;Q;1
672;3;Passenger 672;male;34.3;0;3;Ticket 672;32.053.546.246.536.100;C85;Q;0
673;1;Passenger 673;female;66.9;0;4;Ticket 673;2.789.467.118.895.980;G7;S;0
674;2;Passenger 674;female;38.6;4;3;Ticket 674;10.637.885.703.833.600;E34;Q;0
675;1;Passenger 675;female;79.0;1;1;Ticket 675;3.497.710.558.210.600;B12;C;0
676;3;Passenger 676;female;35.7;2;3;Ticket 676;19.114.068.659.903.200;E34;C;0
677;1;Passenger 677;female;52.3;2;1;Ticket 677;4.715.918.065.285.340;;C;1
678;1;Passenger 678;female;5.0;1;0;Ticket 678;40.990.246.168.321.600;C85;S;0
679;1;Passenger 679;female;52.6;1;1;Ticket 679;2.959.087.624.179.990;D56;Q;0
680;2;Passenger 680;male;68.3;2;1;Ticket 680;12.983.008.100.053.800;G7;C;0
681;1;Passenger 681;female;75.5;3;4;Ticket 681;10.584.010.967.244.400;C85;S;1
682;2;Passenger 682;female;79.8;0;3;Ticket 682;1.734.904.946.503.860;;S;1
683;2;Passenger 683;female;23.3;0;4;Ticket 683;24.090.113.207.210.900;F33;C;1
684;1;Passenger 684;male;46.5;2;2;Ticket 684;15.155.242.746.927.800;D56;S;1
685;1;Passenger 685;male;36.6;1;1;Ticket 685;259.890.100.219.279;D56;S;1
686;1;Passenger 686;female;45.5;3;2;Ticket 686;8.685.836.062.902.700;E34;C;1
687;3;Passenger 687;female;13.4;2;4;Ticket 687;48.896.784.234.862.200;B12;S;1
688;1;Passenger 688;female;68.6;0;3;Ticket 688;5.842.265.470.767.190;E34;C;0
689;2;Passenger 689;male;72.9;4;4;Ticket 689;46.631.234.912.891.400;G7;C;0
690;1;Passenger 690;male;36.5;1;3;Ticket 690;45.722.111.564.433.300;D56;S;0
691;3;Passenger 691;female;23.2;4;3;Ticket 691;2.650.534.385.006.510;D56;C;0
692;1;Passenger 692;male;12.1;2;0;Ticket 692;36.383.058.455.886.100;B12;C;0
693;3;Passenger 693;female;55.0;0;1;Ticket 693;22.084.390.749.643.000;G7;Q;0
694;3;Passenger 694;male;25.7;3;4;Ticket 694;3.168.671.158.835.060;C85;C;1
695;1;Passenger 695;male;72.9;4;3;Ticket 695;17.358.508.902.345.300;B12;Q;0
696;2;Passenger 696;female;54.0;3;4;Ticket 696;15.407.371.479.379.500;F33;Q;1
697;3;Passenger 697;female;52.0;0;4;Ticket 697;2.912.237.441.539.090;E34;Q;1
698;1;Passenger 698;female;45.2;4;3;Ticket 698;25.157.418.872.107.000;C85;Q;1
699;1;Passenger 699;female;4.6;3;2;Ticket 699;2.918.705.027.292.400;E34;S;1
700;2;Passenger 700;male;74.6;3;1;Ticket 700;1.468.969.877.370.760;B12;S;1
701;3;Passenger 701;male;50.6;4;1;Ticket 701;18.664.412.674.941.200;C85;C;0
702;3;Passenger 702;male;79.5;0;0;Ticket 702;4.652.949.051.131.010;B12;C;0
703;1;Passenger 703;female;43.5;3;0;Ticket 703;3.087.680.427.474.180;F33;C;0
704;1;Passenger 704;male;57.1;2;0;Ticket 704;13.046.127.918.814.300;;S;1
705;2;Passenger 705;female;5.4;4;1;Ticket 705;4.175.219.536.862.010;D56;Q;1
706;2;Passenger 706;male;50.9;1;2;Ticket 706;5.636.848.077.419.660;G7;S;1
707;3;Passenger 707;female;61.4;1;1;Ticket 707;40.739.956.066.999.800;C85;S;0
708;3;Passenger 708;female;62.5;0;1;Ticket 708;24.242.480.023.261.200;D56;C;0
709;1;Passenger 709;male;61.8;2;1;Ticket 709;33.117.668.299.769.700;;C;0
710;3;Passenger 710;female;18.9;3;1;Ticket 710;13.991.608.566.362.300;C85;C;0
711;2;Passenger 711;female;78.1;1;2;Ticket 711;4.364.151.119.505.220;D56;Q;0
712;2;Passenger 712;male;79.6;0;0;Ticket 712;24.507.118.086.586.200;D56;Q;0
713;1;Passenger 713;female;7.0;2;4;Ticket 713;15.626.034.736.727.300;C85;S;1
714;2;Passenger 714;female;75.0;2;0;Ticket 714;2.612.312.731.662.700;D56;Q;0
715;2;Passenger 715;female;23.9;0;0;Ticket 715;19.406.921.942.740.800;D56;C;0
716;2;Passenger 716;male;55.5;0;4;Ticket 716;2.843.290.270.115.650;C85;Q;1
717;2;Passenger 717;male;27.7;3;1;Ticket 717;61.693.769.821.542.300;G7;Q;0
718;1;Passenger 718;female;77.5;0;2;Ticket 718;4.985.102.988.922.120;D56;Q;0
719;1;Passenger 719;male;9.0;3;2;Ticket 719;2.156.501.594.598.750;D56;Q;0
720;3;Passenger 720;female;40.3;3;0;Ticket 720;1.773.741.666.551.470;G7;C;0
721;2;Passenger 721;female;34.8;4;4;Ticket 721;35.655.387.491.655.100;E34;C;0
722;3;Passenger 722;female;26.8;2;3;Ticket 722;1.851.302.062.151.890;F33;S;0
723;1;Passenger 723;female;52.0;2;1;Ticket 723;41.747.078.098.923.500;E34;S;0
724;1;Passenger 724;female;11.4;2;0;Ticket 724;2.298.640.085.584.100;;S;0
725;1;Passenger 725;male;57.6;4;2;Ticket 725;3.611.814.145.663.900;E34;Q;0
726;1;Passenger 726;female;78.5;3;4;Ticket 726;5.818.934.213.873.380;E34;Q;1
727;1;Passenger 727;male;64.6;3;4;Ticket 727;4.238.289.968.497.800;;C;0
728;1;Passenger 728;male;68.9;0;0;Ticket 728;36.918.040.345.516.400;D56;S;1
729;1;Passenger 729;female;29.4;4;3;Ticket 729;10.979.980.533.867.300;D56;C;0
730;2;Passenger 730;female;26.7;0;2;Ticket 730;7.691.657.482.416.430;E34;S;0
731;3;Passenger 731;male;41.8;4;0;Ticket 731;16.156.471.261.918.400;;S;1
732;1;Passenger 732;male;4.6;0;3;Ticket 732;48.815.494.008.579.200;D56;S;0
733;2;Passenger 733;male;75.7;1;4;Ticket 733;13.213.162.941.069.400;B12;Q;0
734;2;Passenger 734;female;12.4;2;1;Ticket 734;23.078.296.842.858.300;C85;S;1
735;3;Passenger 735;male;72.3;2;2;Ticket 735;19.860.011.730.081.400;C85;S;0
736;1;Passenger 736;female;7.6;3;2;Ticket 736;2.016.276.271.352.850;F33;Q;1
737;3;Passenger 737;female;66.0;1;3;Ticket 737;28.780.340.763.938.500;C85;S;1
738;1;Passenger 738;female;13.0;2;0;Ticket 738;4.767.966.831.914.420;E34;Q;0
739;2;Passenger 739;male;4.0;3;4;Ticket 739;2.607.843.422.453.310;C85;Q;0
740;2;Passenger 740;female;57.8;1;3;Ticket 740;4.104.581.264.579.550;C85;C;0
741;2;Passenger 741;female;23.1;2;1;Ticket 741;2.758.281.830.716.050;B12;Q;1
742;2;Passenger 742;female;57.4;0;1;Ticket 742;2.518.858.165.058.140;D56;Q;1
743;3;Passenger 743;female;44.9;4;1;Ticket 743;16.092.909.621.893.800;B12;Q;1
744;1;Passenger 744;female;9.6;1;3;Ticket 744;2.898.970.063.763.960;E34;S;0
745;1;Passenger 745;male;74.6;3;4;Ticket 745;47.554.401.313.590.600;C85;C;1
746;3;Passenger 746;female;36.7;1;2;Ticket 746;43.026.952.807.686.000;G7;S;0
747;1;Passenger 747;female;59.0;3;0;Ticket 747;11.803.602.901.852.900;D56;Q;0
748;2;Passenger 748;male;40.6;1;2;Ticket 748;11.395.436.585.948.500;F33;Q;1
749;1;Passenger 749;female;48.7;3;4;Ticket 749;10.458.061.872.138.000;F33;C;0
750;2;Passenger 750;male;24.9;2;2;Ticket 750;46.163.695.366.973.900;C85;C;1
751;3;Passenger 751;female;16.8;0;3;Ticket 751;42.706.974.578.535.100;C85;Q;0
752;1;Passenger 752;male;43.9;2;1;Ticket 752;38.856.729.896.520.900;F33;Q;1
753;3;Passenger 753;male;35.8;0;4;Ticket 753;19.940.388.154.099.200;F33;S;0
754;1;Passenger 754;female;31.8;2;4;Ticket 754;25.466.844.862.788.900;G7;Q;0
755;2;Passenger 755;female;54.1;2;2;Ticket 755;23.484.421.367.360.000;E34;S;0
756;3;Passenger 756;female;55.6;1;3;Ticket 756;13.043.206.324.188.900;C85;C;0
757;1;Passenger 757;male;4.6;4;2;Ticket 757;25.498.888.284.363.900;F33;S;0
758;2;Passenger 758;male;27.8;3;2;Ticket 758;2.009.579.118.711.340;G7;Q;1
759;3;Passenger 759;male;33.5;3;4;Ticket 759;7.024.613.488.124.220;;S;0
760;3;Passenger 760;female;8.7;3;2;Ticket 760;44.386.185.010.362.800;F33;S;0
761;1;Passenger 761;male;19.6;0;1;Ticket 761;3.770.814.846.805.540;D56;C;0
762;1;Passenger 762;male;5.1;3;2;Ticket 762;2.143.198.624.842.480;D56;S;0
763;1;Passenger 763;female;79.7;3;1;Ticket 763;2.609.894.293.305.190;;Q;1
764;2;Passenger 764;male;59.2;1;4;Ticket 764;18.814.944.855.018.800;E34;S;1
765;1;Passenger 765;male;7.9;2;3;Ticket 765;3.716.860.342.445.320;C85;S;0
766;3;Passenger 766;female;2.6;3;1;Ticket 766;3.931.726.537.198.790;C85;S;0
767;3;Passenger 767;male;57.8;4;3;Ticket 767;38.282.616.915.056.300;F33;Q;1
768;1;Passenger 768;female;35.7;3;3;Ticket 768;3.626.928.037.930.520;D56;S;0
769;1;Passenger 769;female;63.2;0;1;Ticket 769;10.622.964.765.293.300;E34;Q;0
770;3;Passenger 770;female;74.0;0;4;Ticket 770;172.295.139.724.037;E34;S;0
771;2;Passenger 771;female;48.3;0;0;Ticket 771;23.757.349.031.691.900;E34;C;0
772;1;Passenger 772;female;15.8;3;3;Ticket 772;16.874.253.075.668.900;F33;C;0
773;1;Passenger 773;male;62.8;1;3;Ticket 773;3.786.953.990.783.720;C85;C;0
774;3;Passenger 774;male;76.5;4;4;Ticket 774;16.802.999.450.372.700;E34;Q;0
775;1;Passenger 775;female;46.8;3;4;Ticket 775;7.342.488.295.874.180;F33;Q;0
776;2;Passenger 776;female;54.9;1;2;Ticket 776;20.252.502.376.391.000;F33;Q;0
777;3;Passenger 777;male;27.7;1;4;Ticket 777;4.900.576.442.272.780;;S;0
778;1;Passenger 778;female;31.1;3;3;Ticket 778;11.681.129.940.212.000;B12;Q;0
779;3;Passenger 779;female;59.0;3;1;Ticket 779;3.080.185.361.768.980;E34;Q;0
780;1;Passenger 780;female;74.3;1;0;Ticket 780;2.193.216.596.706.540;B12;Q;1
781;1;Passenger 781;male;50.7;1;2;Ticket 781;40.157.160.986.416.600;C85;Q;0
782;1;Passenger 782;male;63.4;1;1;Ticket 782;24.649.891.996.903.900;F33;C;1
783;2;Passenger 783;female;14.6;3;0;Ticket 783;35.257.134.268.091.400;G7;S;0
784;2;Passenger 784;female;17.7;1;0;Ticket 784;25.904.388.803.477.000;E34;C;1
785;3;Passenger 785;male;43.0;0;0;Ticket 785;4.366.925.015.545.570;G7;S;0
786;1;Passenger 786;male;14.9;3;1;Ticket 786;14.802.382.324.550.300;D56;S;0
787;1;Passenger 787;female;51.2;0;2;Ticket 787;47.693.339.795.462.600;C85;C;1
788;2;Passenger 788;female;24.0;2;2;Ticket 788;46.859.997.777.071.300;;Q;0
789;1;Passenger 789;male;63.5;3;0;Ticket 789;1.922.071.930.164.680;;C;1
790;2;Passenger 790;male;64.8;2;1;Ticket 790;2.903.207.479.695.480;B12;S;0
791;1;Passenger 791;male;37.6;1;0;Ticket 791;397.041.547.434.447;F33;S;1
792;3;Passenger 792;female;15.3;1;4;Ticket 792;1.655.352.636.184.120;B12;Q;1
793;1;Passenger 793;male;52.1;4;2;Ticket 793;3.595.014.463.979.170;D56;C;1
794;1;Passenger 794;female;79.4;1;3;Ticket 794;7.203.233.065.982.480;D56;S;0
795;2;Passenger 795;male;50.2;2;0;Ticket 795;14.919.040.486.672.500;;C;0
796;1;Passenger 796;male;3.8;1;4;Ticket 796;7.663.176.488.757.730;G7;Q;1
797;1;Passenger 797;male;2.4;3;2;Ticket 797;4.065.591.264.086.720;E34;Q;1
798;2;Passenger 798;male;26.3;1;1;Ticket 798;11.521.137.143.725.800;;S;1
799;3;Passenger 799;female;16.5;4;2;Ticket 799;3.601.147.599.255.790;;Q;0
800;3;Passenger 800;female;65.2;1;1;Ticket 800;471.932.706.636.598;G7;S;1
801;2;Passenger 801;male;67.7;2;1;Ticket 801;2.662.472.434.890.940;G7;S;0
802;2;Passenger 802;female;21.4;2;0;Ticket 802;2.723.144.501.690.400;D56;Q;0
803;2;Passenger 803;male;26.7;1;0;Ticket 803;23.321.161.620.841.600;G7;Q;0
804;2;Passenger 804;male;19.7;2;2;Ticket 804;16.631.562.097.985.300;B12;C;0
805;2;Passenger 805;male;72.8;2;4;Ticket 805;24.044.924.030.783.300;D56;C;1
806;3;Passenger 806;male;40.7;4;2;Ticket 806;30.338.972.847.204.500;G7;S;0
807;3;Passenger 807;female;52.8;3;3;Ticket 807;4.930.658.282.244.760;F33;C;0
808;2;Passenger 808;male;33.8;4;1;Ticket 808;469.193.456.862.521;D56;S;0
809;1;Passenger 809;male;50.9;0;1;Ticket 809;43.176.571.435.509.500;D56;Q;0
810;2;Passenger 810;female;31.5;4;0;Ticket 810;4.451.196.151.739.040;;Q;0
811;1;Passenger 811;male;27.8;1;4;Ticket 811;23.658.534.572.956.100;E34;C;0
812;2;Passenger 812;male;51.1;3;0;Ticket 812;33.043.494.195.284.500;;S;0
813;2;Passenger 813;male;47.7;1;3;Ticket 813;448.058.027.853.426;C85;S;1
814;3;Passenger 814;female;24.2;0;2;Ticket 814;19.951.062.867.071.900;D56;C;1
815;1;Passenger 815;male;12.8;3;2;Ticket 815;48.107.242.678.100.700;G7;S;0
816;1;Passenger 816;female;30.1;2;4;Ticket 816;21.081.410.072.424.500;G7;S;0
817;3;Passenger 817;male;33.8;4;0;Ticket 817;30.253.591.936.964.100;G7;Q;0
818;3;Passenger 818;male;50.7;1;0;Ticket 818;3.563.533.330.698.240;D56;S;1
819;3;Passenger 819;female;73.2;0;3;Ticket 819;4.755.430.464.725.890;G7;S;0
820;3;Passenger 820;male;3.9;2;2;Ticket 820;1.260.850.556.558.710;C85;S;0
821;1;Passenger 821;male;20.2;4;0;Ticket 821;37.433.483.422.812.700;D56;C;0
822;1;Passenger 822;female;16.3;2;4;Ticket 822;2.628.037.151.413.200;G7;C;1
823;2;Passenger 823;female;40.7;4;2;Ticket 823;13.793.578.460.721.700;D56;C;0
824;2;Passenger 824;female;34.9;3;3;Ticket 824;38.942.038.569.921.300;F33;S;0
825;3;Passenger 825;female;58.6;2;4;Ticket 825;27.835.002.868.605.400;D56;S;1
826;3;Passenger 826;female;20.2;2;1;Ticket 826;33.218.204.122.158.900;C85;C;1
827;3;Passenger 827;male;48.0;2;3;Ticket 827;164.836.028.946.061;;C;1
828;2;Passenger 828;female;70.8;3;4;Ticket 828;24.323.060.615.466.400;D56;S;0
829;2;Passenger 829;male;72.9;0;0;Ticket 829;3.105.903.542.390.930;E34;S;1
830;2;Passenger 830;male;76.7;4;1;Ticket 830;20.543.085.306.357.200;C85;Q;1
831;2;Passenger 831;male;62.1;2;3;Ticket 831;10.319.440.722.461.200;B12;C;1
832;2;Passenger 832;female;72.6;3;0;Ticket 832;48.101.204.369.607.500;F33;S;1
833;2;Passenger 833;female;19.5;0;1;Ticket 833;2.581.764.323.210.950;C85;C;1
834;2;Passenger 834;male;16.6;4;2;Ticket 834;3.682.905.832.924.110;;C;0
835;3;Passenger 835;female;1.5;3;0;Ticket 835;20.846.836.081.024.800;G7;C;0
836;3;Passenger 836;female;56.8;4;4;Ticket 836;1.807.902.231.927.290;G7;Q;1
837;3;Passenger 837;female;75.1;2;3;Ticket 837;20.654.632.774.122.600;C85;S;0
838;3;Passenger 838;female;15.8;0;1;Ticket 838;20.755.233.867.389.600;B12;S;0
839;2;Passenger 839;male;51.3;3;0;Ticket 839;27.436.915.739.126.700;G7;C;0
840;1;Passenger 840;male;60.0;0;2;Ticket 840;27.401.758.564.077.400;F33;S;1
841;2;Passenger 841;female;74.3;2;3;Ticket 841;25.109.113.886.202.100;E34;Q;0
842;1;Passenger 842;male;52.1;0;3;Ticket 842;7.171.896.353.413.180;B12;C;1
843;3;Passenger 843;female;77.7;0;0;Ticket 843;2.505.573.618.577.620;C85;Q;0
844;2;Passenger 844;female;28.2;1;2;Ticket 844;8.870.643.070.822.240;B12;Q;0
845;3;Passenger 845;male;28.6;0;1;Ticket 845;6.743.721.421.640.370;G7;S;0
846;2;Passenger 846;male;43.9;4;0;Ticket 846;466.659.630.083.878;G7;S;0
847;3;Passenger 847;male;31.3;3;1;Ticket 847;3.044.502.565.081.130;C85;Q;0
848;1;Passenger 848;female;1.1;1;3;Ticket 848;3.314.475.787.716.690;G7;S;0
849;1;Passenger 849;male;58.8;3;1;Ticket 849;20.388.786.681.501.500;G7;Q;0
850;1;Passenger 850;female;60.4;3;2;Ticket 850;4.549.455.414.978.570;E34;Q;1
851;2;Passenger 851;male;60.0;2;4;Ticket 851;3.207.755.923.419.340;E34;C;0
852;1;Passenger 852;male;28.3;2;2;Ticket 852;3.857.390.854.141.750;;Q;1
853;2;Passenger 853;female;42.3;1;1;Ticket 853;18.743.842.216.871.800;E34;Q;0
854;1;Passenger 854;female;29.4;2;0;Ticket 854;4.802.058.810.054.670;D56;S;0
855;1;Passenger 855;female;2.3;2;3;Ticket 855;41.112.833.862.836.500;B12;C;0
856;2;Passenger 856;female;45.4;2;4;Ticket 856;4.277.044.891.921.990;B12;S;1
857;2;Passenger 857;female;10.8;3;0;Ticket 857;9.023.616.237.574.830;C85;C;1
858;1;Passenger 858;female;7.3;1;0;Ticket 858;13.912.678.789.625.300;E34;S;1
859;2;Passenger 859;female;60.7;3;2;Ticket 859;14.638.516.684.337.000;;Q;0
860;1;Passenger 860;female;1.8;4;1;Ticket 860;13.910.006.550.720.100;G7;C;1
861;2;Passenger 861;male;76.8;3;2;Ticket 861;42.842.704.024.162.200;;C;0
862;3;Passenger 862;female;41.7;4;1;Ticket 862;20.782.973.628.253.000;;C;0
863;3;Passenger 863;female;78.7;0;2;Ticket 863;4.266.949.454.548.320;F33;C;0
864;3;Passenger 864;male;5.6;0;0;Ticket 864;14.058.786.096.180.200;G7;S;0
865;3;Passenger 865;female;47.1;4;3;Ticket 865;10.393.712.245.147.400;D56;S;0
866;3;Passenger 866;male;28.6;4;1;Ticket 866;11.977.050.887.200.900;E34;C;1
867;1;Passenger 867;male;67.6;3;4;Ticket 867;3.999.818.786.803.830;G7;C;0
868;3;Passenger 868;female;29.5;4;4;Ticket 868;2.837.476.639.765.630;;C;0
869;3;Passenger 869;male;21.6;1;0;Ticket 869;7.856.477.340.019.150;G7;S;0
870;3;Passenger 870;female;68.7;0;2;Ticket 870;21.751.476.902.357.600;D56;C;1
871;3;Passenger 871;male;30.6;0;2;Ticket 871;20.690.303.879.092.700;B12;C;0
872;2;Passenger 872;male;2.3;4;0;Ticket 872;61.402.908.375.049.000;C85;C;0
873;1;Passenger 873;male;31.8;2;4;Ticket 873;3.396.901.853.577.210;E34;S;1
874;3;Passenger 874;female;52.7;2;4;Ticket 874;3.525.381.082.478.480;E34;Q;0
875;3;Passenger 875;female;21.1;4;2;Ticket 875;3.618.421.434.307.880;F33;Q;0
876;3;Passenger 876;male;35.1;1;1;Ticket 876;36.559.311.805.150.300;B12;S;0
877;1;Passenger 877;male;5.5;2;3;Ticket 877;5.026.149.331.486.910;E34;Q;0
878;2;Passenger 878;female;47.5;4;1;Ticket 878;47.719.079.790.412.700;F33;C;1
879;1;Passenger 879;female;60.7;1;4;Ticket 879;40.803.333.969.205.800;F33;C;0
880;2;Passenger 880;male;33.7;1;1;Ticket 880;4.524.709.398.116.960;F33;S;0
881;3;Passenger 881;male;34.2;3;3;Ticket 881;12.743.431.177.179.800;E34;S;0
882;3;Passenger 882;female;8.0;1;1;Ticket 882;467.260.103.913.941;E34;Q;0
883;1;Passenger 883;female;17.0;2;1;Ticket 883;4.058.453.217.006.110;E34;Q;1
884;1;Passenger 884;female;13.2;2;1;Ticket 884;4.194.234.757.645.550;D56;C;0
885;2;Passenger 885;female;39.1;4;1;Ticket 885;5.117.725.543.737.440;F33;S;0
886;2;Passenger 886;female;42.8;4;0;Ticket 886;3.706.951.243.147.050;D56;Q;1
887;1;Passenger 887;male;76.0;1;4;Ticket 887;48.015.876.137.283.500;C85;Q;1
888;2;Passenger 888;female;6.8;0;3;Ticket 888;34.088.093.400.198.900;E34;C;1
889;1;Passenger 889;male;48.4;3;4;Ticket 889;2.874.278.952.891.800;G7;C;0
